Obs	Label	slice	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	rel_flux_T1_dn	rel_flux_err_T1_dn	
137	hat20b.0137_out.fits	137	58174.74109	2458174.741	2458174.741	2458174.736	NaN	1.19311	56.894561	NaN	15	0	0	9	16	24	0.554499	0.067467	0.160497	0.105762	0.853867	0.319719	0.00038	0.000129	0.000191	0.000175	0.000719	0.000318	1459.605468	524.85691	840.014248	604.306274	1187.288022	1004.096037	2288704.455	967.875518	719.794364	679.191027	720.294364	385.308973	1269084.304	684.06694	1855.204848	42596.77344	5526.485795	530.090899	7.129318	6.78812	7.470515	60.890525	0.967122	1103.044726	797.697959	1103.544726	266.802041	144653.4394	268.369378	539.008736	4539.811523	795.003163	229.950665	7.154111	6.89157	7.416652	57.886483	0.971583	1226.729604	56.568521	1227.229604	1007.931479	316528.7827	347.812806	910.054999	10037.31445	1427.618938	171.55234	7.037538	6.735561	7.339515	57.543621	0.959183	436.226387	35.659705	436.726387	1028.840295	218906.295	349.439593	626.449606	7208.856445	1329.217047	474.114332	7.131025	6.843289	7.418762	61.211559	0.97742	373.178618	827.857262	373.678618	236.642738	1054147.774	623.449419	1690.831273	32772.82031	4548.699454	446.957142	7.110179	6.862341	7.358016	57.452154	0.97266	573.283134	960.637154	573.783134	103.862846	554468.1635	482.690316	1148.703724	18296.05664	2670.763923	496.378968	7.136848	6.913821	7.359874	56.672744	0.975173	0.983719	0.000674	
138	hat20b.0138_out.fits	138	58174.74139	2458174.741	2458174.741	2458174.736	NaN	1.192812	56.916632	NaN	15	0	0	9	16	24	0.555171	0.067675	0.160925	0.106167	0.851384	0.319532	0.000379	0.000129	0.000191	0.000175	0.000715	0.000317	1463.792689	526.230785	841.00738	605.478379	1189.984747	1007.40398	2296044.698	968.877158	719.144325	679.552888	719.644325	384.947112	1274698.04	684.833251	1861.326151	41805.01563	5524.852071	526.036227	7.062634	6.72733	7.397938	83.956403	0.990613	1102.397589	798.07816	1102.897589	266.42184	145535.5505	269.294516	540.432656	4521.631836	802.363644	229.389035	7.070354	6.765804	7.374904	81.310175	0.991882	1226.06788	56.935625	1226.56788	1007.564375	318272.9507	349.385162	910.951538	9979.375977	1414.694154	171.44044	6.984951	6.621709	7.348193	79.844817	0.987767	435.558396	36.0464	436.058396	1028.4536	220368.9721	351.104574	627.644834	7494.00293	1337.873169	473.681122	7.061756	6.752633	7.37088	273.009126	0.99228	372.509242	828.215355	373.009242	236.284645	1055866.976	623.18189	1694.315887	33914.13672	4635.845409	445.897092	7.058081	6.755526	7.360636	84.625086	0.992413	572.625991	961.054365	573.125991	103.445635	556000.2487	482.185991	1153.082543	18408.19922	2675.441447	495.048315	7.137556	6.831893	7.44322	87.666359	0.992642	0.983449	0.000672	
139	hat20b.0139_out.fits	139	58174.74169	2458174.742	2458174.742	2458174.736	NaN	1.192518	56.938413	NaN	15	0	0	9	16	24	0.553631	0.067595	0.160094	0.106326	0.854163	0.319094	0.000382	0.00013	0.000193	0.000177	0.000725	0.00032	1447.665306	519.216435	831.452843	601.4273	1178.517016	996.485557	2259149.696	962.628478	720.044447	678.473152	720.544447	386.026848	1250735.143	680.009622	1839.290361	35274.75781	5416.237256	530.553103	7.362336	7.684335	7.040337	9.450101	0.991484	1103.298703	796.947752	1103.798703	267.552248	143037.783	268.306773	533.112831	3998.703369	787.077351	228.336011	7.430726	7.795123	7.066329	9.501542	0.989291	1226.985201	55.821273	1227.485201	1008.678727	311765.2473	346.297022	900.282786	8336.983398	1399.123104	171.700871	7.300995	7.659647	6.942343	15.094656	0.987143	436.497173	34.939935	436.997173	1029.560065	217120.5589	348.169218	623.606418	6768.693848	1326.553013	471.747664	7.344619	7.671018	7.018221	359.287049	0.992126	373.402498	827.125415	373.902498	237.374585	1040729.255	619.439249	1680.115132	28004.66016	4545.127577	447.768304	7.375042	7.703952	7.046133	8.850402	0.991269	573.517445	959.901751	574.017445	104.598249	546496.8516	479.391956	1139.979185	14951.62207	2638.714158	495.58925	7.417525	7.780511	7.054538	4.895528	0.990183	0.982352	0.000679	
140	hat20b.0140_out.fits	140	58174.74199	2458174.742	2458174.742	2458174.737	NaN	1.192228	56.959898	NaN	15	0	0	9	16	24	0.551539	0.067358	0.160681	0.10633	0.853496	0.319028	0.000379	0.000129	0.000192	0.000176	0.00072	0.000318	1454.974328	521.622469	837.873953	602.814171	1184.962793	1002.292094	2289051.758	970.085043	719.962724	679.308441	720.462724	385.191559	1262501.104	683.124865	1848.12641	51070.15234	5467.66045	536.015511	6.306448	6.789374	5.823522	355.589656	0.976259	1103.218727	797.797933	1103.718727	266.702067	144456.1373	269.729516	535.559249	5914.66748	801.634565	232.909615	6.311389	6.857634	5.765145	358.34354	0.970382	1226.900764	56.674416	1227.400764	1007.825584	316888.4784	349.126991	907.659638	13569.06543	1413.295756	175.450138	6.26924	6.763514	5.774967	359.518228	0.975436	436.345729	35.71254	436.845729	1028.78746	220002.5646	352.075097	624.873973	9819.667969	1343.686757	480.931602	6.32706	6.837657	5.816463	350.450154	0.971202	373.283892	827.959825	373.783892	236.540175	1054060.422	624.02152	1689.141141	43896.61328	4570.196763	452.77324	6.315819	6.843883	5.787755	356.211605	0.971937	573.426929	960.754456	573.926929	103.745544	553644.1557	482.76453	1146.820286	23288.47852	2673.581173	502.427622	6.351356	6.896392	5.806321	354.706595	0.969959	0.978991	0.000673	
141	hat20b.0141_out.fits	141	58174.74229	2458174.742	2458174.742	2458174.737	NaN	1.191943	56.981064	NaN	15	0	0	9	16	24	0.552043	0.067608	0.160821	0.106241	0.849984	0.320377	0.000383	0.000131	0.000194	0.000178	0.000724	0.000322	1441.589909	517.481283	829.316819	598.04188	1174.275963	994.104364	2252260.255	963.251143	719.450441	679.58239	719.950441	384.91761	1243344.119	679.050372	1831.004251	30735.07617	5475.792576	541.887343	7.748215	7.392106	8.104323	291.753799	0.984005	1102.68397	798.102007	1103.18397	266.397993	142627.8172	268.42928	531.342248	3558.057129	787.582543	232.610492	7.836803	7.560471	8.113134	295.495725	0.987478	1226.380025	56.973419	1226.880025	1007.526581	312028.9879	347.40007	898.183435	7703.945312	1398.578226	174.935136	7.683364	7.371329	7.9954	289.379764	0.989186	435.805617	36.029773	436.305617	1028.470227	216302.2391	348.878782	619.992532	6152.681641	1331.376761	479.793143	7.670337	7.345259	7.995415	296.050566	0.981027	372.768969	828.246588	373.268969	236.253412	1034811.604	618.67141	1672.635244	25281.68945	4511.927115	453.842393	7.767426	7.415338	8.119514	293.336393	0.982615	572.914906	961.070093	573.414906	103.429907	546489.6067	480.250936	1137.925126	13382.11133	2636.951826	502.2268	7.842006	7.530815	8.153197	296.095129	0.983292	0.97873	0.000679	
142	hat20b.0142_out.fits	142	58174.74259	2458174.743	2458174.742	2458174.737	NaN	1.191661	57.001943	NaN	15	0	0	9	16	24	0.550887	0.06741	0.160778	0.106122	0.85291	0.319417	0.00038	0.00013	0.000192	0.000176	0.000721	0.000319	1451.524771	520.176283	836.686905	604.251166	1183.582339	1002.600869	2280416.141	967.346728	720.104233	679.195559	720.604233	385.304441	1256251.783	681.951567	1842.142233	39295.63281	5463.966462	537.488882	6.734208	6.912518	6.555898	14.664865	0.996315	1103.383283	797.706713	1103.883283	266.793287	144015.0503	269.682634	534.016775	4611.998047	797.94494	233.180037	6.764748	6.962926	6.56657	10.197608	0.996099	1227.076836	56.535987	1227.576836	1007.964013	315857.3478	348.517419	906.288554	10332.72559	1407.719655	173.90189	6.72009	6.925091	6.515089	19.41978	0.993876	436.564549	35.634633	437.064549	1028.865367	218784.8052	349.190123	626.549237	7935.401855	1351.604227	479.951617	6.735404	6.927801	6.543007	359.198727	0.996739	373.446696	827.843659	373.946696	236.656341	1049694.757	623.14408	1684.513727	34097.64063	4570.981987	454.53196	6.772409	6.977744	6.567074	11.920909	0.995613	573.571272	960.665281	574.071272	103.834719	552064.1812	480.96184	1147.833643	17398.41992	2701.083208	501.624319	6.787318	7.02654	6.548095	7.753339	0.994662	0.97813	0.000674	
143	hat20b.0143_out.fits	143	58174.74289	2458174.743	2458174.743	2458174.738	NaN	1.191385	57.022521	NaN	15	0	0	9	16	24	0.553283	0.067454	0.160661	0.106367	0.854278	0.31846	0.000382	0.00013	0.000192	0.000176	0.000723	0.000319	1449.465215	519.831357	835.05514	603.859774	1181.309035	999.452079	2270345.673	964.928122	719.940715	679.190813	720.440715	385.309187	1256144.313	682.652436	1840.093503	39500.75781	5464.308687	538.252558	7.059452	7.026579	7.092325	49.149705	0.995837	1103.197032	797.714133	1103.697032	266.785867	143467.1211	268.815086	533.701896	4539.777832	792.52478	232.106338	7.117203	7.131313	7.103093	43.175504	0.996119	1226.875448	56.562718	1227.375448	1007.937282	314265.4325	347.441057	904.514379	10003.67871	1406.509547	174.096086	7.021634	6.989164	7.054105	48.313734	0.993579	436.352938	35.63102	436.852938	1028.86898	218272.2771	348.561418	626.208942	7548.65625	1344.005344	477.845515	7.00939	6.994942	7.023837	49.462422	0.999294	373.286234	827.862165	373.786234	236.637835	1045963.229	621.83155	1682.068445	33676.92969	4537.480206	451.686342	7.087604	7.078634	7.096574	46.126809	0.995856	573.414933	960.667341	573.914933	103.832659	548377.6126	479.520491	1143.595785	18920.05078	2677.093223	500.991586	7.117581	7.115062	7.1201	45.354345	0.996725	0.981952	0.000677	
144	hat20b.0144_out.fits	144	58174.74319	2458174.743	2458174.743	2458174.738	NaN	1.191112	57.042786	NaN	15	0	0	9	16	24	0.550683	0.067732	0.160491	0.106869	0.853076	0.318151	0.000379	0.000129	0.000192	0.000176	0.00072	0.000318	1453.51283	524.320512	837.490543	606.124356	1185.257481	1000.685781	2285440.072	968.296697	719.758023	678.562608	720.258023	385.937392	1258553.978	682.204511	1844.833854	45630.625	5512.134966	537.613314	6.604973	7.183714	6.026233	4.302353	0.969063	1103.070632	797.042583	1103.570632	267.457417	144977.9533	269.234003	538.483074	5183.922852	797.456405	231.136275	6.680099	7.275395	6.084802	5.777617	0.967426	1226.705537	55.93929	1227.205537	1008.56071	316065.9873	348.432537	907.108131	12022.20801	1413.463038	173.988578	6.543068	7.092779	5.993356	9.459921	0.96889	436.219138	35.035989	436.719138	1029.464011	220660.7881	351.045607	628.581539	9537.039062	1343.280578	477.944154	6.521053	7.098595	5.943511	359.045662	0.969077	373.094736	827.236277	373.594736	237.263723	1052117.629	622.879509	1689.119024	39689.42188	4576.986426	451.034941	6.629259	7.241651	6.016867	2.484043	0.966188	573.247145	960.063787	573.747145	104.436213	551617.7149	482.176742	1144.0156	19869.23438	2646.724102	500.35167	6.661123	7.314764	6.007481	1.575743	0.9621	0.976439	0.000672	
145	hat20b.0145_out.fits	145	58174.74348	2458174.743	2458174.743	2458174.738	NaN	1.190844	57.062754	NaN	15	0	0	9	16	24	0.551069	0.067301	0.161081	0.106342	0.852952	0.318859	0.00038	0.00013	0.000193	0.000176	0.000722	0.000319	1449.768472	518.644827	835.17567	603.269156	1181.155478	998.511555	2273545.481	966.596186	719.128106	679.278638	719.628106	385.221362	1252880.777	680.516455	1841.07345	49404.29297	5449.223775	535.965825	6.610869	6.784736	6.437001	6.952546	0.997068	1102.400539	797.786258	1102.900539	266.713742	143364.0408	269.267075	532.423211	5612.759277	792.773976	232.758192	6.635318	6.84599	6.424647	5.005978	0.99585	1226.030042	56.671931	1226.530042	1007.828069	315416.4102	348.628562	904.734851	12008.28516	1406.293695	174.198343	6.66239	6.863632	6.461149	9.212628	0.995953	435.553589	35.775668	436.053589	1028.724332	218533.1607	349.339633	625.560744	9757.789062	1341.649996	477.882563	6.606383	6.766243	6.446524	342.220877	0.996465	372.480501	827.939783	372.980501	236.560217	1046559.621	621.794036	1683.129076	40747.78516	4537.940633	449.817113	6.629156	6.849391	6.408921	1.663792	0.99558	572.60582	960.745553	573.10582	103.754447	549672.2481	481.243756	1142.190918	21928.90039	2654.633076	499.055632	6.651088	6.889065	6.413111	358.121675	0.99487	0.975962	0.000673	
146	hat20b.0146_out.fits	146	58174.74378	2458174.744	2458174.744	2458174.739	NaN	1.190581	57.082421	NaN	15	0	0	9	16	24	0.552522	0.067516	0.160606	0.106232	0.854103	0.318716	0.000379	0.000129	0.000192	0.000176	0.000721	0.000318	1457.72704	522.897781	838.660571	602.795871	1184.901536	1002.134788	2284690.953	968.17873	720.502535	680.321265	721.002535	384.178735	1262341.465	680.981503	1853.708889	58400.20703	5600.298659	530.654223	6.987626	6.539135	7.436117	270.952433	0.983639	1103.774999	798.791756	1104.274999	265.708244	144497.5126	269.111366	536.943179	5155.272461	796.512426	229.855514	7.067574	6.69312	7.442028	270.098872	0.988834	1227.459643	57.604653	1227.959643	1006.895347	316158.8342	347.934116	908.674429	11692.60059	1438.211048	173.575711	6.987838	6.557425	7.418251	88.301091	0.984886	436.922057	36.691679	437.422057	1027.808321	219399.9067	351.123065	624.851878	8416.933594	1335.18098	474.78919	7.033815	6.628611	7.43902	278.242456	0.985658	373.881795	828.892037	374.381795	235.607963	1052455.725	623.423033	1688.188709	39918.42969	4577.007522	449.730168	6.976492	6.620285	7.332699	270.572468	0.989622	573.97005	961.683363	574.47005	102.816637	552178.9745	481.609066	1146.529445	21241.10352	2657.0911	500.141981	7.062154	6.736246	7.388061	274.025158	0.991348	0.982846	0.000674	
147	hat20b.0147_out.fits	147	58174.74408	2458174.744	2458174.744	2458174.739	NaN	1.190321	57.101781	NaN	15	0	0	9	16	24	0.552069	0.067517	0.16045	0.106266	0.852132	0.319866	0.000381	0.00013	0.000193	0.000177	0.000723	0.000321	1447.791436	518.75242	833.30149	599.142463	1178.356121	997.845252	2263460.301	964.595317	720.320582	678.372023	720.820582	386.127977	1249585.183	679.232562	1839.701528	36006.19922	5492.319716	533.648356	7.240964	7.422875	7.059053	328.955838	0.988494	1103.553285	796.861377	1104.053285	267.638623	143157.296	268.782933	532.613043	4438.502441	792.964319	231.563158	7.237918	7.454092	7.021744	331.433519	0.987906	1227.227078	55.751877	1227.727078	1008.748123	312958.4947	346.683284	902.721618	8784.064453	1400.943902	173.655687	7.232445	7.446603	7.018287	331.624789	0.988354	436.736215	34.830334	437.236215	1029.669666	217423.5878	350.096019	621.039874	7319.958984	1329.852845	477.211324	7.225242	7.435315	7.01517	327.3864	0.980774	373.628834	827.093878	374.128834	237.406122	1041376.82	620.35981	1678.665837	29538.90625	4550.787336	450.878598	7.237688	7.477935	6.997441	332.651512	0.986832	573.755912	959.8652	574.255912	104.6348	548544.1032	480.20521	1142.311852	15892.5752	2649.288797	498.135451	7.261221	7.514077	7.008366	332.724194	0.985615	0.980242	0.000677	
148	hat20b.0148_out.fits	148	58174.74438	2458174.744	2458174.744	2458174.739	NaN	1.190066	57.120846	NaN	15	0	0	9	16	24	0.552328	0.067509	0.15968	0.106041	0.852513	0.321006	0.000381	0.000129	0.000191	0.000176	0.000721	0.000321	1450.270268	523.49203	833.875794	602.010026	1181.84413	1000.218803	2273892.843	966.110981	720.320081	677.172064	720.820081	387.327936	1255935.23	682.068451	1841.362444	38620.66406	5421.454989	534.54748	7.118479	7.274288	6.962671	338.355652	0.996387	1103.562018	795.651084	1104.062018	268.848916	143799.636	267.448157	537.672937	4517.790039	804.081828	231.174911	7.146688	7.342796	6.950579	339.256593	0.994641	1227.241034	54.561462	1227.741034	1009.938538	313098.6988	346.768094	902.905152	10154.85742	1411.363363	173.819099	7.070381	7.240118	6.900643	342.587754	0.996583	436.769219	33.70069	437.269219	1030.79931	218007.5134	349.308914	624.110936	7411.300781	1332.100039	477.168614	7.052105	7.236512	6.867698	332.083848	0.99134	373.668918	825.878286	374.168918	238.621714	1046428.752	621.737447	1683.07178	32642.16602	4538.362243	450.749932	7.125211	7.300475	6.949947	336.656324	0.994863	573.792601	958.684187	574.292601	105.815813	552558.243	482.721068	1144.673973	17939.41211	2650.30575	500.273676	7.146697	7.36937	6.924024	338.101375	0.992561	0.979892	0.000676	
149	hat20b.0149_out.fits	149	58174.74468	2458174.745	2458174.745	2458174.739	NaN	1.189815	57.1396	NaN	15	0	0	9	16	24	0.551029	0.067419	0.160732	0.106761	0.852582	0.318721	0.000378	0.000129	0.000191	0.000176	0.000718	0.000318	1457.135422	524.064568	839.54855	606.107402	1187.285108	1003.810827	2292984.732	969.782146	719.783507	678.764124	720.283507	385.735876	1263500.414	682.879595	1850.253579	46733.46094	5485.689841	530.786255	6.429557	6.792583	6.06653	18.962227	0.979637	1103.013987	797.242871	1103.513987	267.257129	144826.3558	269.118814	538.150245	5281.71582	796.547209	230.819257	6.495047	6.895061	6.095033	18.413922	0.976498	1226.760588	56.023386	1227.260588	1008.476614	317520.5844	349.12774	909.468222	11898.08691	1413.671451	173.356668	6.40404	6.768827	6.039253	21.814173	0.975388	436.226944	35.177366	436.726944	1029.322634	221187.0219	351.946814	628.46718	9123.833008	1345.738461	474.923414	6.423362	6.787121	6.059604	8.931396	0.98593	373.10144	827.4194	373.60144	237.0806	1055260.885	623.996922	1691.131554	41138.16016	4586.119286	447.841306	6.421545	6.825562	6.017529	16.788966	0.977368	573.233632	960.239937	573.733632	104.260063	554189.8851	482.621568	1148.290756	20077.58789	2670.864728	497.571061	6.488029	6.918336	6.057721	15.563816	0.976198	0.977257	0.000671	
150	hat20b.0150_out.fits	150	58174.74498	2458174.745	2458174.745	2458174.74	NaN	1.189569	57.158053	NaN	15	0	0	9	16	24	0.55103	0.067451	0.1607	0.106744	0.852486	0.318786	0.000379	0.00013	0.000192	0.000176	0.000719	0.000318	1454.020025	520.401115	837.849406	606.002455	1185.033572	1002.841965	2283088.67	967.400272	719.967924	678.723502	720.467924	385.776498	1258051.478	681.505871	1845.987733	46748.45313	5445.290229	531.026641	6.757821	7.424071	6.091571	354.429566	0.960386	1103.292857	797.202803	1103.792857	267.297197	144265.3575	270.045621	534.225872	5528.530762	794.454501	230.917948	6.821844	7.512433	6.131254	354.772515	0.958468	1226.993624	56.067519	1227.493624	1008.432481	316095.8436	348.277542	907.59755	12269.07715	1407.662209	172.91282	6.681908	7.358683	6.005133	356.79754	0.959288	436.439463	35.210336	436.939463	1029.289664	220200.8504	350.386129	628.451962	9079.649414	1342.408567	475.476085	6.697721	7.375052	6.02039	349.374127	0.953853	373.311365	827.379597	373.811365	237.120403	1050643.045	622.595923	1687.519957	41260.44922	4599.8932	447.153891	6.771649	7.473524	6.069774	353.228838	0.955496	573.443831	960.198315	573.943831	104.301685	551883.5728	480.879693	1147.654144	20223.98047	2669.780167	497.010195	6.80874	7.536781	6.080698	352.848204	0.952388	0.977716	0.000672	
151	hat20b.0151_out.fits	151	58174.74528	2458174.745	2458174.745	2458174.74	NaN	1.189327	57.176192	NaN	15	0	0	9	16	24	0.553653	0.06758	0.161021	0.105801	0.854758	0.318365	0.000379	0.000129	0.000192	0.000175	0.00072	0.000317	1458.925583	524.623388	840.165271	602.930773	1186.491419	1003.174189	2290154.105	969.1379	719.955658	679.546021	720.455658	384.953979	1267950.271	683.688151	1854.574004	42717.61328	5503.385661	531.031656	7.225394	6.850696	7.600092	59.755057	0.955902	1103.209004	798.039756	1103.709004	266.460244	144970.733	269.074519	538.775405	4173.098633	799.829026	231.316348	7.272917	6.96987	7.575963	57.329835	0.960243	1226.854791	56.966864	1227.354791	1007.533136	317619.254	348.885371	910.382838	9239.751953	1419.262665	173.696963	7.221041	6.87428	7.567803	57.922555	0.951687	436.382439	36.003343	436.882439	1028.496657	219118.3799	350.625364	624.935907	6910.840332	1331.532876	475.601704	7.214737	6.846914	7.58256	61.12027	0.963658	373.317218	828.185666	373.817218	236.314334	1055408.495	624.424314	1690.210441	31887.08789	4554.595479	447.94764	7.210201	6.865099	7.555303	58.938494	0.958278	573.440634	960.978264	573.940634	103.521736	553037.2434	481.935993	1147.532559	16787.1543	2663.639941	494.866437	7.265498	6.962954	7.568042	57.779147	0.962865	0.982894	0.000674	
152	hat20b.0152_out.fits	152	58174.74558	2458174.746	2458174.745	2458174.74	NaN	1.189089	57.194022	NaN	15	0	0	9	16	24	0.55453	0.067712	0.161	0.106096	0.851672	0.319333	0.000379	0.000129	0.000191	0.000175	0.000716	0.000317	1461.582831	523.566176	841.229092	604.903424	1188.868126	1006.322687	2297988.723	970.641955	718.880738	679.149868	719.380738	385.350132	1274302.724	685.883106	1857.90073	43711.92969	5555.464816	538.524957	6.899077	6.371552	7.426602	67.953632	0.955188	1102.124748	797.64767	1102.624748	266.85233	145734.2007	271.100575	537.565074	5121.788574	804.328582	235.054361	6.93085	6.443739	7.41796	67.527447	0.960946	1225.802386	56.574581	1226.302386	1007.925419	318670.098	349.640064	911.423292	10990.49707	1431.377934	176.771249	6.782388	6.240187	7.324589	67.770358	0.950456	435.298165	35.641857	435.798165	1028.858143	220421.3933	351.520454	627.051402	8582.69043	1347.639117	483.241496	6.857581	6.384252	7.33091	72.662624	0.97209	372.250603	827.831816	372.750603	236.668184	1056954.531	624.209016	1693.27021	35750.51953	4597.448866	452.529135	6.931101	6.433557	7.428645	68.74424	0.962455	572.382931	960.584685	572.882931	103.915315	556208.5001	482.906393	1151.793616	18962.67188	2710.645219	503.468632	6.968445	6.512887	7.424003	67.791818	0.966777	0.981361	0.000671	
153	hat20b.0153_out.fits	153	58174.74588	2458174.746	2458174.746	2458174.741	NaN	1.188855	57.211548	NaN	15	0	0	9	16	24	0.552278	0.067646	0.161095	0.106206	0.852382	0.318796	0.000379	0.000129	0.000192	0.000176	0.000718	0.000317	1458.643248	524.534444	840.732707	603.397169	1187.453251	1004.858105	2298234.415	971.857118	720.08746	679.569173	720.58746	384.930827	1269264.82	684.914225	1853.173394	50173.48828	5515.568954	538.059856	6.704627	6.514849	6.894404	58.058708	0.983489	1103.362797	797.985285	1103.862797	266.514715	145615.6951	270.331959	538.655125	4916.204102	802.413227	233.601919	6.763977	6.631707	6.896247	54.906987	0.986698	1227.036565	56.836925	1227.536565	1007.663075	318865.8176	350.021186	910.99005	10841.99121	1431.24633	175.869095	6.640016	6.4121	6.867933	57.835017	0.974945	436.53508	35.893123	437.03508	1028.606877	220651.1749	352.80769	625.414868	7967.026367	1341.973013	480.054361	6.736843	6.548052	6.925634	62.458582	0.990427	373.456895	828.143956	373.956895	236.356044	1057543.21	625.333041	1691.167972	35486.32813	4600.715754	453.487478	6.712572	6.566718	6.858426	55.742774	0.985936	573.600813	960.947125	574.100813	103.552875	555558.5167	483.112183	1149.95758	20054.48438	2690.154291	502.916037	6.767599	6.6617	6.873498	53.797039	0.989286	0.980817	0.000672	
154	hat20b.0154_out.fits	154	58174.74618	2458174.746	2458174.746	2458174.741	NaN	1.188626	57.228768	NaN	15	0	0	9	16	24	0.548636	0.067435	0.16032	0.106966	0.852548	0.318955	0.000377	0.000129	0.000191	0.000177	0.000719	0.000318	1454.76341	522.749504	837.311956	605.942584	1185.960876	1003.519222	2293742.014	971.193811	720.612921	678.5375	721.112921	385.9625	1258429.976	681.458618	1846.671159	48991.76563	5574.074846	540.35494	6.566992	7.262019	5.871965	11.54625	0.948215	1103.858662	797.017633	1104.358662	267.482367	144907.2524	269.968771	536.755611	5302.400391	801.525138	233.261403	6.637317	7.330662	5.943971	11.510487	0.949577	1227.524743	55.861136	1228.024743	1008.638864	316922.7005	349.512865	906.755465	11171.04102	1419.030786	176.196666	6.565267	7.248847	5.881688	11.925348	0.949266	437.082159	34.918796	437.582159	1029.581204	221643.8271	352.745337	628.339495	9183.205078	1347.386596	481.590396	6.544241	7.232517	5.855964	6.099272	0.954695	373.987499	827.176104	374.487499	237.323896	1055586.733	624.86013	1689.316828	40378.07813	4610.456089	454.602808	6.562312	7.270406	5.854218	10.429879	0.947886	574.126632	959.959323	574.626632	104.540677	554681.5008	483.006814	1148.392702	20221.88867	2671.229509	504.504897	6.637093	7.375361	5.898825	10.061441	0.945228	0.975027	0.00067	
155	hat20b.0155_out.fits	155	58174.74648	2458174.746	2458174.746	2458174.741	NaN	1.188401	57.245679	NaN	15	0	0	9	16	24	0.548912	0.067637	0.160415	0.106668	0.853544	0.318442	0.000376	0.000129	0.000191	0.000176	0.000717	0.000316	1458.995837	525.585933	840.545996	606.143947	1190.443444	1006.34948	2304879.75	972.349971	719.861145	678.382317	720.361145	386.117683	1265177.268	683.437461	1851.196839	60034.68359	5499.850678	538.371197	6.096797	6.795991	5.397603	8.239464	0.944264	1103.09795	796.831677	1103.59795	267.668323	146019.1294	270.544639	539.722871	6766.023438	805.589484	232.965447	6.176934	6.92656	5.427308	7.800594	0.938325	1226.812487	55.71885	1227.312487	1008.78115	318625.1013	350.023653	910.295916	14135.40918	1420.944488	176.315186	6.144062	6.851435	5.436688	9.762995	0.941863	436.343587	34.802807	436.843587	1029.697193	222159.9547	353.548863	628.371289	11631.16211	1347.304475	479.492152	6.145754	6.803216	5.488292	1.841057	0.955067	373.191348	827.004845	373.691348	237.495155	1061380.885	625.2259	1697.595838	48285.34766	4631.800291	453.13539	6.100211	6.846434	5.353988	6.2151	0.939073	573.321078	959.800357	573.821078	104.699643	556694.6803	483.579655	1151.195412	27235.58203	2668.782034	502.654874	6.132123	6.942721	5.321525	5.071393	0.930324	0.973454	0.000667	
