Obs	Label	slice	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	rel_flux_T1_dn	rel_flux_err_T1_dn	
217	hat20b.0217_out.fits	217	58174.76504	2458174.765	2458174.765	2458174.76	NaN	1.182716	57.677906	NaN	15	0	0	9	16	24	0.548663	0.067692	0.160446	0.106752	0.855302	0.317312	0.000378	0.00013	0.000192	0.000176	0.000723	0.000318	1450.248792	520.950858	834.026232	605.981249	1183.4748	998.864252	2285507.23	969.859549	720.275546	678.973593	720.775546	385.526407	1253973.595	681.52798	1839.944408	60321.43359	5424.630479	545.355792	5.944719	6.577515	5.311923	357.58804	0.955371	1103.483653	797.453399	1103.983653	267.046601	144900.9436	270.909545	534.868359	6936.292969	819.855498	242.560901	5.972431	6.675336	5.269527	359.144267	0.94605	1227.165653	56.360746	1227.665653	1008.139254	315999.2115	349.988522	902.884499	15908.83984	1418.536218	184.164298	5.91113	6.574362	5.247899	0.716952	0.950858	436.744618	35.481739	437.244618	1029.018261	220448.9191	350.748606	628.50975	11923.47949	1365.371378	487.088832	5.919252	6.584738	5.253766	351.636224	0.946241	373.637041	827.641272	374.137041	236.858728	1053628.355	623.897945	1688.78318	52719.57422	4653.417154	455.694624	5.927648	6.615871	5.239426	357.605579	0.947136	573.75578	960.443539	574.25578	104.056461	550529.8005	482.151809	1141.818387	25887.53125	2686.207839	510.200723	5.960745	6.698846	5.222643	357.131675	0.939906	0.974506	0.000672	
218	hat20b.0218_out.fits	218	58174.76534	2458174.765	2458174.765	2458174.76	NaN	1.182756	57.674796	NaN	15	0	0	9	16	24	0.546595	0.067574	0.160312	0.106733	0.851855	0.319436	0.000377	0.00013	0.000192	0.000176	0.000718	0.000318	1450.786925	520.907361	836.031675	605.086605	1186.352519	1003.789253	2295288.569	971.774633	720.186914	678.771236	720.686914	385.728764	1254592.754	682.410256	1838.472886	64093.30859	5490.344698	551.003149	5.869912	6.625666	5.114158	0.702027	0.9358	1103.441712	797.223831	1103.941712	267.276169	145283.8255	271.685727	534.749569	7021.366699	814.449791	242.466226	5.899362	6.680585	5.118138	1.797623	0.931984	1227.087628	56.08549	1227.587628	1008.41451	317122.9381	350.383702	905.073314	15213.04102	1422.122715	183.361238	5.865591	6.632633	5.098549	2.571502	0.933342	436.665104	35.2669	437.165104	1029.2331	221356.4588	352.829999	627.374257	12028.46387	1354.003595	485.939051	5.840366	6.554012	5.12672	353.092749	0.938515	373.523845	827.451433	374.023845	237.048567	1055834.569	623.935276	1692.218103	56304.5	4660.966971	454.454744	5.845791	6.610296	5.081285	0.686361	0.933831	573.646324	960.276966	574.146324	104.223034	555690.778	483.714614	1148.79882	26708.38281	2686.966031	507.78651	5.908751	6.728126	5.089376	359.118284	0.925886	0.970466	0.000669	
219	hat20b.0219_out.fits	219	58174.76564	2458174.766	2458174.766	2458174.76	NaN	1.182801	57.671364	NaN	15	0	0	9	16	24	0.547956	0.067586	0.160651	0.106802	0.853549	0.318023	0.000377	0.00013	0.000192	0.000176	0.00072	0.000318	1452.24997	521.015842	837.463533	607.262146	1185.791089	1000.483353	2293490.97	971.402583	720.643804	679.020242	721.143804	385.479758	1256731.138	682.300926	1841.901557	71350.50781	5455.653937	546.547928	5.550441	6.112125	4.988757	5.610411	0.958284	1103.863364	797.519265	1104.363364	266.980735	145194.0907	271.451724	534.879973	8622.001953	813.399795	241.769516	5.627432	6.254288	5.000576	5.824541	0.949517	1227.549023	56.351578	1228.049023	1008.148422	317453.0798	349.997079	907.016369	19328.52539	1448.283813	183.530508	5.57707	6.130684	5.023457	9.045295	0.957226	437.001787	35.484048	437.501787	1029.015952	221312.1978	351.373271	629.849268	13865.06738	1365.338107	487.1151	5.587974	6.106993	5.068954	355.061678	0.965052	373.946292	827.667019	374.446292	236.832981	1056139.838	624.3234	1691.655058	67446.16406	4595.049584	453.324729	5.529305	6.163851	4.894759	4.937392	0.947126	574.042027	960.481076	574.542027	104.018924	553391.7641	483.938117	1143.517621	32643.52734	2670.19529	508.508711	5.564791	6.215265	4.914318	4.440609	0.945511	0.97424	0.000671	
220	hat20b.0220_out.fits	220	58174.76594	2458174.766	2458174.766	2458174.761	NaN	1.18285	57.667615	NaN	15	0	0	9	16	24	0.550075	0.067607	0.160761	0.105997	0.85261	0.319468	0.000379	0.00013	0.000193	0.000177	0.000722	0.00032	1449.867036	518.443025	833.632726	599.916284	1181.051645	998.648203	2281885.196	970.492456	719.8624	679.236832	720.3624	385.263168	1255208.333	681.554912	1841.683349	44129.35938	5468.018205	545.632583	6.68937	6.504876	6.873864	298.663969	0.989575	1103.055801	797.703743	1103.555801	266.796257	144501.3547	271.510332	532.213097	4615.308105	809.740982	243.069003	6.712726	6.561469	6.863984	299.584575	0.992276	1226.775391	56.621782	1227.275391	1007.878218	316033.0529	350.064276	902.785787	10961.87402	1419.261942	184.757829	6.603873	6.354212	6.853535	292.729462	0.988413	436.208816	35.752048	436.708816	1028.747952	218691.5908	351.702774	621.807977	7533.992676	1340.07039	485.806364	6.697078	6.570337	6.823819	307.294672	0.979727	373.158561	827.886065	373.658561	236.613935	1050171.753	622.970366	1685.749131	32949.87891	4573.153621	454.833022	6.691698	6.60874	6.774656	307.310563	0.991262	573.288106	960.6951	573.788106	103.8049	552487.4449	483.534726	1142.60138	19201.61914	2675.842042	509.224611	6.705061	6.641694	6.768429	309.323978	0.990781	0.976111	0.000673	
221	hat20b.0221_out.fits	221	58174.76624	2458174.766	2458174.766	2458174.761	NaN	1.182903	57.663543	NaN	15	0	0	9	16	24	0.552036	0.067779	0.160827	0.105722	0.853987	0.318813	0.000383	0.000131	0.000194	0.000178	0.000728	0.000321	1440.317558	515.489709	827.243248	594.446139	1173.756881	993.598002	2252837.753	964.068214	719.961283	679.866864	720.461283	384.633136	1243647.676	679.937636	1829.061388	43717.32031	5403.932288	545.933553	7.354825	7.085799	7.623851	64.89357	0.986966	1103.278907	798.303789	1103.778907	266.196211	143002.2214	270.226283	529.194346	4287.049805	804.196027	243.403002	7.430175	7.226956	7.633394	60.507043	0.988746	1226.943169	57.126804	1227.443169	1007.373196	312120.5542	348.508713	895.588954	9459.34082	1403.281382	184.060467	7.357514	7.152769	7.56226	61.366118	0.989422	436.389785	36.257522	436.889785	1028.242478	215402.1404	349.687706	615.98431	6883.09375	1329.34776	484.633484	7.352272	7.128392	7.576152	70.908206	0.994008	373.340606	828.458776	373.840606	236.041224	1037706.168	619.1934	1675.899916	30770.41211	4588.296625	454.009104	7.325667	7.136516	7.514818	60.722292	0.990214	573.449461	961.298196	573.949461	103.201804	544606.6695	478.816242	1137.402247	17316.34961	2677.424731	507.677043	7.405876	7.234348	7.577403	60.175898	0.991605	0.980275	0.000681	
222	hat20b.0222_out.fits	222	58174.76654	2458174.767	2458174.766	2458174.761	NaN	1.18296	57.659147	NaN	15	0	0	9	16	24	0.549234	0.067647	0.160414	0.10623	0.853272	0.319188	0.00038	0.000131	0.000193	0.000178	0.000725	0.00032	1443.638869	516.047586	830.321673	598.017759	1176.780237	996.168393	2266031.265	967.156059	720.286364	679.442714	720.786364	385.057286	1244582.325	679.02376	1832.899522	41752.27344	5485.015448	546.196696	6.945566	6.918081	6.973051	62.543427	0.99981	1103.540064	797.895951	1104.040064	266.604049	143577.18	271.043779	529.719518	4178.742188	803.26261	242.41425	7.000038	7.038898	6.961179	16.849267	0.999822	1227.219041	56.812449	1227.719041	1007.687551	313252.5911	348.401409	899.11402	9171.219727	1416.497591	183.219673	6.90785	6.894458	6.921242	47.618944	0.998196	436.724724	35.939845	437.224724	1028.560155	217604.7696	351.057419	619.855209	6825.928711	1333.227921	483.20929	6.98279	6.942163	7.023417	300.953806	0.999389	373.641153	828.025443	374.141153	236.474557	1043311.969	621.380024	1679.023994	30760.74609	4513.967886	454.38824	6.965253	6.99641	6.934096	13.070923	0.999901	573.766033	960.835968	574.266033	103.664032	548284.7552	480.820264	1140.311248	16985.19531	2665.449237	506.847838	7.02215	7.096381	6.947919	354.884505	0.999539	0.975864	0.000676	
223	hat20b.0223_out.fits	223	58174.76683	2458174.767	2458174.767	2458174.762	NaN	1.183021	57.654435	NaN	15	0	0	9	16	24	0.549832	0.067815	0.161058	0.105925	0.852411	0.318969	0.00038	0.00013	0.000193	0.000177	0.000721	0.000319	1448.787025	522.009967	833.866532	600.101398	1181.704633	999.337759	2278495.636	968.399086	720.252094	679.851623	720.752094	384.648377	1252788.823	681.339389	1838.714805	45014.36719	5478.846283	546.606824	6.651242	6.376922	6.925562	283.213648	0.991544	1103.526646	798.352087	1104.026646	266.147913	144704.0787	269.935492	536.069109	4705.833496	821.309766	242.493451	6.718822	6.46574	6.971903	285.816268	0.992193	1227.161058	57.214768	1227.661058	1007.285232	316065.4203	350.028882	902.969544	10272.16211	1423.141857	183.669621	6.682427	6.436698	6.928156	273.36417	0.994531	436.700397	36.322423	437.200397	1028.177577	218233.0025	350.867328	621.981544	7471.3125	1344.167995	484.982946	6.658864	6.409584	6.908143	289.479672	0.990755	373.609686	828.589282	374.109686	235.910718	1048479.24	622.14927	1685.253507	33370.52344	4613.449766	452.817863	6.676066	6.439373	6.912759	283.46697	0.99369	573.740563	961.404975	574.240563	103.095025	551013.8953	481.906427	1143.404329	17886.52539	2667.035718	506.196913	6.717966	6.5297	6.906232	289.996547	0.994656	0.97711	0.000674	
224	hat20b.0224_out.fits	224	58174.76713	2458174.767	2458174.767	2458174.762	NaN	1.183087	57.6494	NaN	15	0	0	9	16	24	0.550731	0.067911	0.160749	0.106366	0.851032	0.319294	0.00038	0.000131	0.000193	0.000176	0.00072	0.000319	1449.388947	519.917515	833.065939	605.530858	1182.632805	1001.200544	2277928.79	967.278062	720.037441	679.011793	720.537441	385.488207	1254524.905	682.205882	1838.924197	36443.01953	5445.827688	545.339778	6.679292	6.262497	7.096086	290.430777	0.97298	1103.262311	797.517812	1103.762311	266.982188	144858.7656	271.390997	533.764079	4263.287109	819.329783	242.203227	6.709178	6.347111	7.071245	292.544883	0.976764	1226.987839	56.308413	1227.487839	1008.191587	315464.5292	349.833223	901.756918	9479.34082	1415.872048	183.588731	6.652401	6.232427	7.072375	288.345999	0.975402	436.476064	35.410743	436.976064	1029.089257	219000.7034	348.70247	628.044601	7595.634277	1359.939279	483.936465	6.680927	6.287891	7.073962	296.394786	0.962407	373.377354	827.634177	373.877354	236.865823	1047302.646	621.759954	1684.416372	30529.09375	4610.317325	454.354445	6.677236	6.356197	6.998276	293.764051	0.979813	573.503212	960.477568	574.003212	104.022432	551302.146	481.052636	1146.032896	16846.46094	2702.553569	506.130677	6.694519	6.36917	7.019869	295.154929	0.976945	0.977579	0.000674	
225	hat20b.0225_out.fits	225	58174.76743	2458174.767	2458174.767	2458174.762	NaN	1.183157	57.644044	NaN	15	0	0	9	16	24	0.551344	0.067653	0.161092	0.105756	0.853289	0.318969	0.00038	0.000131	0.000193	0.000177	0.000722	0.000319	1450.213377	517.415009	834.513668	598.819295	1181.876305	1000.240777	2283430.588	970.470546	720.094282	679.534512	720.594282	384.965488	1258956.227	683.619763	1841.60303	57151.69141	5467.181644	549.383883	6.21366	6.07596	6.351361	57.216075	0.988529	1103.361589	798.010469	1103.861589	266.489531	144692.7577	272.453079	531.074041	6168.595215	809.034764	243.828679	6.233781	6.104286	6.363275	56.579965	0.988851	1227.037753	56.854735	1227.537753	1007.645265	316807.4962	350.524934	903.808732	13076.41113	1427.325172	184.942833	6.214357	6.029209	6.399504	57.776351	0.98095	436.525384	36.057573	437.025384	1028.442427	218389.6017	351.934843	620.539871	9789.860352	1340.356302	487.271921	6.299556	6.14627	6.452842	68.869011	0.995681	373.471554	828.23696	373.971554	236.26304	1051334.49	623.076522	1687.328046	44409.92578	4642.83443	454.250806	6.244294	6.131399	6.35719	56.121538	0.990881	573.623128	960.982463	574.123128	103.517537	552206.2427	482.31959	1144.896983	24220.04492	2665.064268	508.008632	6.290879	6.201226	6.380532	56.016761	0.99423	0.97917	0.000675	
226	hat20b.0226_out.fits	226	58174.76773	2458174.768	2458174.768	2458174.762	NaN	1.183231	57.63837	NaN	15	0	0	9	16	24	0.550623	0.067716	0.160455	0.105967	0.855032	0.318513	0.00038	0.000131	0.000193	0.000177	0.000725	0.000319	1448.393141	517.145171	830.193811	599.021699	1179.264595	997.136646	2276666.043	969.75518	720.737402	679.774685	721.237402	384.725315	1253583.962	681.151074	1840.390495	56439.51563	5463.886557	547.871019	6.537211	6.489323	6.585099	57.664158	0.998827	1103.932941	798.245906	1104.432941	266.254094	144390.022	271.997975	530.849621	5668.428223	805.097541	243.268662	6.612777	6.602622	6.622932	48.766412	0.999451	1227.639881	57.163773	1228.139881	1007.336227	314792.3927	350.320806	898.583205	11899.95117	1415.171119	185.513335	6.592689	6.544191	6.641187	63.657169	0.999411	437.080482	36.236241	437.580482	1028.263759	218135.7726	351.331356	620.883303	8536.910156	1341.359472	485.92507	6.652526	6.623692	6.681361	297.437489	0.999773	373.995475	828.478922	374.495475	236.021078	1049374.145	622.819944	1684.875629	41154.50391	4603.687768	455.963874	6.57852	6.61902	6.53802	33.47499	0.999011	574.151778	961.295853	574.651778	103.204147	549973.7108	482.057194	1140.888918	23425.0918	2657.627853	509.293046	6.605436	6.672979	6.537892	19.286347	0.999316	0.979737	0.000676	
227	hat20b.0227_out.fits	227	58174.76803	2458174.768	2458174.768	2458174.763	NaN	1.183309	57.632373	NaN	15	0	0	9	16	24	0.550131	0.067664	0.160564	0.106653	0.852556	0.31873	0.00038	0.000131	0.000193	0.000178	0.000723	0.000319	1447.80221	517.627063	832.924594	600.748457	1179.757317	998.248516	2276583.699	969.202301	719.711757	678.295101	720.211757	386.204899	1252420.131	681.190151	1838.576394	47710.38672	5458.247682	546.796188	6.785712	6.347856	7.223568	290.125948	0.971645	1102.946292	796.79162	1103.446292	267.70838	144280.8066	271.532705	531.357012	5358.25	810.082482	244.275397	6.803315	6.376356	7.230273	288.469223	0.975533	1226.63085	55.628992	1227.13085	1008.871008	314964.8857	349.168049	902.043834	11526.56152	1440.08769	185.247507	6.740076	6.223936	7.256215	285.220778	0.968809	436.109967	34.793816	436.609967	1029.706184	219403.8277	352.293305	622.787389	8792.12207	1345.127155	484.719987	6.796266	6.34421	7.248322	293.18703	0.96315	373.027264	826.952447	373.527264	237.547553	1047695.614	622.600556	1682.773337	37112.06641	4546.348362	453.787368	6.803032	6.409301	7.196763	291.703379	0.974783	573.147756	959.780961	573.647756	104.719039	550238.5641	481.625102	1142.462388	19629.38281	2666.087513	508.289222	6.849661	6.467774	7.231548	292.143783	0.975887	0.975184	0.000674	
228	hat20b.0228_out.fits	228	58174.76833	2458174.768	2458174.768	2458174.763	NaN	1.183391	57.626056	NaN	15	0	0	9	16	24	0.550589	0.06756	0.160906	0.105981	0.854116	0.318612	0.00038	0.00013	0.000193	0.000177	0.000724	0.000319	1447.133727	518.338781	833.925924	600.183539	1180.221279	999.135396	2272295.762	966.815883	719.800628	679.037626	720.300628	385.462374	1251101.757	681.221381	1836.556795	33472.74219	5457.734488	551.453088	6.82459	6.424119	7.22506	76.321098	0.982659	1102.995586	797.503835	1103.495586	266.996165	143801.8316	270.246741	532.113103	4110.387207	818.599575	243.392248	6.901372	6.530845	7.2719	75.755778	0.98516	1226.730785	56.467706	1227.230785	1008.032294	314948.2975	348.684894	903.246177	8686.209961	1444.601729	184.808539	6.789399	6.360345	7.218454	74.851084	0.978742	436.215781	35.530745	436.715781	1028.969255	217743.7462	349.996249	622.131656	6625.263672	1348.02362	487.376402	6.853623	6.475013	7.232233	86.966351	0.98773	373.119615	827.696012	373.619615	236.803988	1046754.413	622.203209	1682.335283	28093.11133	4542.136781	453.252356	6.874141	6.542898	7.205384	76.111483	0.98819	573.247338	960.526495	573.747338	103.973505	549047.4744	480.087792	1143.639734	15073.53223	2695.196052	507.755915	6.890104	6.565079	7.215129	78.522808	0.989549	0.976726	0.000675	
229	hat20b.0229_out.fits	229	58174.76863	2458174.769	2458174.769	2458174.763	NaN	1.183478	57.619425	NaN	15	0	0	9	16	24	0.55052	0.067623	0.160776	0.106125	0.856967	0.317042	0.000379	0.00013	0.000192	0.000176	0.000723	0.000317	1452.148088	520.401936	835.524234	601.310541	1184.52074	1000.978203	2287653.696	969.983212	720.996255	679.938257	721.496255	384.561743	1259399.891	683.374421	1842.913419	65376.86328	5466.471909	546.941084	6.119451	6.150131	6.08877	318.88693	0.994505	1104.22429	798.446902	1104.72429	266.053098	144898.7912	271.220821	534.246563	6130.963867	815.935844	243.213349	6.204819	6.259631	6.150007	322.848856	0.995737	1227.916547	57.298136	1228.416547	1007.201864	316857.4597	350.238715	904.689991	14773.64258	1427.398632	184.820359	6.041856	6.107378	5.976335	330.59003	0.998245	437.421555	36.445187	437.921555	1028.054813	219483.8334	352.181909	623.211549	9868.324219	1356.85039	485.882797	6.188443	6.26445	6.112435	321.711977	0.988808	374.3595	828.572234	374.8595	235.927766	1055723.571	623.905351	1692.121359	47137.58594	4657.651659	451.581655	6.152448	6.204876	6.100019	321.382457	0.994051	574.505461	961.404506	575.005461	103.095494	550690.0406	480.988104	1144.914055	25269.49805	2701.805935	507.821709	6.217963	6.289321	6.146605	322.670857	0.992476	0.980345	0.000675	
230	hat20b.0230_out.fits	230	58174.76893	2458174.769	2458174.769	2458174.764	NaN	1.183569	57.61247	NaN	15	0	0	9	16	24	0.548133	0.067634	0.160595	0.106495	0.853172	0.318648	0.000377	0.00013	0.000192	0.000176	0.000719	0.000318	1453.16454	521.631692	835.5826	603.840386	1185.925281	1003.314416	2294666.368	971.822368	720.018331	679.076196	720.518331	385.423804	1257782.702	682.213775	1843.678256	56121.15625	5457.586323	544.372643	5.874331	6.182487	5.566175	343.983524	0.984768	1103.230986	797.52671	1103.730986	266.97329	145366.1647	271.435153	535.546568	6503.911133	821.325964	244.476104	5.914787	6.294685	5.534888	345.528751	0.978629	1226.933977	56.343071	1227.433977	1008.156929	317519.9216	351.025317	904.549918	15261.08887	1430.124959	184.948795	5.81529	6.147139	5.483442	349.433793	0.985126	436.500062	35.55793	437.000062	1028.94207	220850.8115	352.801693	625.99136	10704.77344	1363.014451	486.622342	5.841856	6.13273	5.550981	334.938043	0.975994	373.349803	827.718861	373.849803	236.781139	1056429.081	624.375737	1691.976512	48262.00391	4595.198641	452.3395	5.866342	6.234853	5.49783	344.120872	0.978339	573.478699	960.561186	573.978699	103.938814	554500.3892	482.937682	1148.182074	24505.83984	2706.915295	506.516925	5.896718	6.305285	5.488151	345.044626	0.974686	0.972961	0.00067	
231	hat20b.0231_out.fits	231	58174.76923	2458174.769	2458174.769	2458174.764	NaN	1.183664	57.605194	NaN	15	0	0	9	16	24	0.547818	0.067465	0.160308	0.106673	0.853372	0.318923	0.000378	0.00013	0.000193	0.000177	0.000723	0.00032	1448.842811	517.433072	832.273164	600.97381	1180.5212	997.253673	2283891.783	971.880408	720.462047	678.577334	720.962047	385.922666	1251157.82	679.90108	1840.205667	51852.55859	5531.342481	546.649969	6.21117	6.210403	6.211936	314.893052	0.995633	1103.692057	797.110491	1104.192057	267.389509	144344.8323	271.76739	531.133747	5836.986816	807.529725	243.682724	6.32288	6.367459	6.278302	322.01585	0.996618	1227.324304	55.994184	1227.824304	1008.505816	315542.5826	350.170748	901.110627	13546.99805	1418.456437	185.868224	6.295723	6.292142	6.299304	314.544449	0.994881	436.852222	35.16758	437.352222	1029.33242	220145.2636	353.353643	623.016822	10259.41797	1343.105886	486.509529	6.303719	6.260157	6.347281	312.076151	0.9816	373.787348	827.290451	374.287348	237.209549	1051601.561	623.515335	1686.568882	49340.1875	4561.732964	453.914365	6.206672	6.232779	6.180564	318.842205	0.996042	573.89919	960.086463	574.39919	104.413537	552257.5431	484.194475	1140.569691	22647.32813	2668.209658	510.95363	6.268507	6.340374	6.19664	323.50063	0.993852	0.973222	0.000672	
232	hat20b.0232_out.fits	232	58174.76953	2458174.77	2458174.769	2458174.764	NaN	1.183763	57.59758	NaN	15	0	0	9	16	24	0.549883	0.067706	0.160544	0.106438	0.855138	0.317691	0.000379	0.00013	0.000192	0.000177	0.000723	0.000318	1451.005564	520.001332	834.796158	601.57305	1182.389757	998.17334	2285829.331	971.026141	720.405563	679.230076	720.905563	385.269924	1256939.481	682.123405	1842.68634	52492.30078	5455.826218	545.906371	6.131765	6.022069	6.24146	298.980242	0.995454	1103.685079	797.717323	1104.185079	266.782677	144950.0611	271.50849	533.869349	5657.188965	811.563044	243.131432	6.230167	6.158021	6.302313	305.377432	0.995064	1227.322248	56.601806	1227.822248	1007.898194	316211.1561	349.758718	904.083701	11584.92481	1440.133178	185.327004	6.228715	6.017258	6.440171	288.191863	0.992903	436.825351	35.701554	437.325351	1028.798446	219893.6942	352.618268	623.602672	8720.974609	1342.244067	486.62658	6.200379	6.03778	6.362977	303.179405	0.982917	373.780446	827.884238	374.280446	236.615762	1053668.244	623.939611	1688.734334	41597.53906	4584.633678	452.60135	6.154773	6.085507	6.22404	304.401107	0.996126	573.901901	960.663854	574.401901	103.836146	551106.1759	482.911446	1141.215809	23047.23828	2661.286915	508.528415	6.205325	6.154996	6.255653	308.793731	0.994306	0.977183	0.000673	
